,0
933,0.6567127140375548
934,0.8773285609696575
935,0.789051724137931
936,0.7989616701645863
937,0.8583059068075524
938,0.6514690982776089
939,0.7953536935525972
940,0.6219244823386114
941,0.14557779212395094
942,0.24127083988675685
943,0.25343041164939795
944,0.7348540145985402
945,0.8232323232323232
946,0.8378418549346016
947,0.8554559681320245
948,0.8143523394012336
949,0.9485633916013663
950,0.7804132973944294
951,0.8550473186119874
952,0.8923911449934028
953,0.9351009101701623
954,0.8727551162466936
955,0.9478779840848807
956,0.9397781299524565
957,0.9025557094296865
958,0.8940379763643607
959,0.8854272634791455
960,0.9459083119108826
961,0.7874809160305344
962,0.7300682306757641
963,0.5286804181972309
964,0.634833253550343
965,0.8797484765979515
966,0.9066625539790253
967,0.8851446044082049
968,0.8978264197152916
969,0.921027817067421
970,0.7510249720462169
971,0.7941176470588235
972,0.8146507666098808
973,0.8270950237405192
974,0.765168168828314
975,0.7517524495565625
976,0.8111789929040337
977,0.8480865090850619
978,0.7406217549325026
979,0.8705713905167821
980,0.7084837545126353
981,0.7910741797792539
982,0.8831225770721802
983,0.8748850680397204
984,0.8952072644352146
985,0.8444457865281636
986,0.7060263882143435
987,0.6885393357026897
988,0.8842610054421035
989,0.8738064292522312
990,0.9145099520857305
991,0.9037007422343514
992,0.935074260893933
993,0.8950815576257273
994,0.8012769851503682
995,0.8436039185398968
996,0.8299559646920517
997,0.8010374865420378
998,0.7685359354181363
999,0.5975379863271935
1000,0.7151259505703422
1001,0.7661313449956983
1002,0.8005159071367154
1003,0.7972218979806234
1004,0.8146954653660803
1005,0.7847483206581245
1006,0.7047784364458127
1007,0.7009177373602536
1008,0.7840607824118978
1009,0.8916561712846348
1010,0.9130549421574767
1011,0.8983136462542741
1012,0.933594591102881
1013,0.6510525317655983
1014,0.7411111111111112
1015,0.7380237272863793
1016,0.6904063305770428
1017,0.682092555331992
1018,0.03254742711679496
1019,0.05167493796526055
1020,0.13373743993010048
1021,0.4791344083991087
1022,0.4387094241865212
1023,0.46666306462070456
1024,0.3559766663214939
1025,0.4138574092669631
1026,0.447419892998907
1027,0.4657996462032366
1028,0.48548072950481025
1029,0.5171035213132116
1030,0.6996311010215664
1031,0.7128153341230847
1032,0.8032244222399313
1033,0.7698533930295848
1034,0.8054140445509939
1035,0.728668722693395
1036,0.5862898828661139
1037,0.8604256411719396
1038,0.9137328227655187
1039,0.8815895359382784
1040,0.8988093730208992
1041,0.9007327699202317
1042,0.9018328050812422
1043,0.911553460918796
1044,0.7886011564044227
1045,0.7668749907219097
1046,0.22258352777639875
1047,0.28476413035104386
1048,0.8370223082692341
1049,0.7668505545268864
1050,0.8144727494164214
1051,0.8331041890440387
1052,0.8767370293792374
1053,0.9426482917627331
1054,0.9172938437381558
1055,0.9414295749912188
1056,0.857944317772711
1057,0.9006569364763235
1058,0.8757283378234446
1059,0.8066325853140354
1060,0.9245168309228209
1061,0.9111268269684111
1062,0.9485811127537591
1063,0.936664385124344
1064,0.9542065491183879
1065,0.9599851206291848
1066,0.9362382234185733
1067,0.9108328590400303
1068,0.936409716279376
1069,0.932423907900962
